[2023-07-25 02:57:45.901 PM] : 	ToServer/0ACFD54A - LOG,9,1690173389,BAR,572.0,
[2023-07-25 03:30:17.515 PM] : 	undefined
[2023-07-25 03:30:17.515 PM] : 	undefined
[2023-07-25 03:30:17.515 PM] : 	undefined
[2023-07-25 03:30:17.515 PM] : 	undefined
[2023-07-25 03:30:17.515 PM] : 	undefined
[2023-07-25 03:30:17.533 PM] : 	{"id":2186747,"dateTimeUTC":"2023-07-25T05:30:16.440Z","timestampUTC":1690263016,"deviceId":"BBBBBB","taskId":3,"logType":"test","logValue":8123,"logNote":""}
[2023-07-25 03:30:17.533 PM] : 	{"id":2186746,"dateTimeUTC":"2023-07-25T05:30:16.440Z","timestampUTC":1690263016,"deviceId":"CCCCC","taskId":6,"logType":"test","logValue":6657,"logNote":""}
[2023-07-25 03:30:17.552 PM] : 	{"id":2186749,"dateTimeUTC":"2023-07-25T05:30:16.290Z","timestampUTC":1690263016,"deviceId":"CCCCC","taskId":1,"logType":"test","logValue":6334,"logNote":""}
[2023-07-25 03:30:17.556 PM] : 	ToServer/AAAAAA - LOG,5,1690263017,test,8100,
[2023-07-25 03:30:17.556 PM] : 	ToServer/BBBBBB - LOG,7,1690263017,test,4224,
[2023-07-25 03:30:17.556 PM] : 	ToServer/CCCCC - LOG,4,1690263017,test,4269,
[2023-07-25 03:30:17.557 PM] : 	ToServer/DDDDD - LOG,3,1690263017,test,1265,
[2023-07-25 03:30:17.557 PM] : 	ToServer/EEEEE - LOG,6,1690263017,test,7481,
[2023-07-25 03:30:17.562 PM] : 	{"id":2186752,"dateTimeUTC":"2023-07-25T05:30:16.440Z","timestampUTC":1690263016,"deviceId":"DDDDD","taskId":9,"logType":"test","logValue":849,"logNote":""}
[2023-07-25 03:30:17.566 PM] : 	undefined
[2023-07-25 03:30:17.566 PM] : 	undefined
[2023-07-25 03:30:17.566 PM] : 	undefined
[2023-07-25 03:30:17.566 PM] : 	undefined
[2023-07-25 03:30:17.566 PM] : 	undefined
[2023-07-25 03:30:17.586 PM] : 	{"id":2186753,"dateTimeUTC":"2023-07-25T05:30:16.440Z","timestampUTC":1690263016,"deviceId":"EEEEE","taskId":8,"logType":"test","logValue":7221,"logNote":""}
[2023-07-25 03:30:17.611 PM] : 	ToServer/AAAAAA - LOG,1,1690263017,test,1019,
[2023-07-25 03:30:17.611 PM] : 	ToServer/BBBBBB - LOG,9,1690263017,test,496,
[2023-07-25 03:30:17.611 PM] : 	ToServer/CCCCC - LOG,3,1690263017,test,8069,
[2023-07-25 03:30:17.611 PM] : 	ToServer/DDDDD - LOG,6,1690263017,test,7506,
[2023-07-25 03:30:17.611 PM] : 	ToServer/EEEEE - LOG,0,1690263017,test,8161,
[2023-07-25 03:30:17.616 PM] : 	undefined
[2023-07-25 03:30:17.616 PM] : 	undefined
[2023-07-25 03:30:17.616 PM] : 	undefined
[2023-07-25 03:30:17.616 PM] : 	undefined
[2023-07-25 03:30:17.616 PM] : 	undefined
[2023-07-25 03:30:17.618 PM] : 	{"id":2186761,"dateTimeUTC":"2023-07-25T05:30:16.492Z","timestampUTC":1690263016,"deviceId":"AAAAAA","taskId":5,"logType":"test","logValue":9904,"logNote":""}
[2023-07-25 03:30:17.621 PM] : 	{"id":2186762,"dateTimeUTC":"2023-07-25T05:30:16.541Z","timestampUTC":1690263016,"deviceId":"AAAAAA","taskId":4,"logType":"test","logValue":3092,"logNote":""}
[2023-07-25 03:30:17.626 PM] : 	{"id":2186763,"dateTimeUTC":"2023-07-25T05:30:16.492Z","timestampUTC":1690263016,"deviceId":"CCCCC","taskId":3,"logType":"test","logValue":5492,"logNote":""}
[2023-07-25 03:30:17.626 PM] : 	{"id":2186766,"dateTimeUTC":"2023-07-25T05:30:16.493Z","timestampUTC":1690263016,"deviceId":"DDDDD","taskId":3,"logType":"test","logValue":7085,"logNote":""}
[2023-07-25 03:30:17.626 PM] : 	{"id":2186764,"dateTimeUTC":"2023-07-25T05:30:16.492Z","timestampUTC":1690263016,"deviceId":"BBBBBB","taskId":4,"logType":"test","logValue":8975,"logNote":""}
[2023-07-25 03:30:17.626 PM] : 	{"id":2186765,"dateTimeUTC":"2023-07-25T05:30:16.493Z","timestampUTC":1690263016,"deviceId":"EEEEE","taskId":9,"logType":"test","logValue":5933,"logNote":""}
[2023-07-25 03:30:17.637 PM] : 	{"id":2186767,"dateTimeUTC":"2023-07-25T05:30:16.541Z","timestampUTC":1690263016,"deviceId":"CCCCC","taskId":1,"logType":"test","logValue":3797,"logNote":""}
[2023-07-25 03:30:17.658 PM] : 	ToServer/AAAAAA - LOG,0,1690263017,test,8965,
[2023-07-25 03:30:17.659 PM] : 	ToServer/BBBBBB - LOG,4,1690263017,test,5596,
[2023-07-25 03:30:17.659 PM] : 	ToServer/CCCCC - LOG,1,1690263017,test,2409,
[2023-07-25 03:30:17.659 PM] : 	ToServer/DDDDD - LOG,2,1690263017,test,4453,
[2023-07-25 03:30:17.659 PM] : 	ToServer/EEEEE - LOG,1,1690263017,test,3276,
[2023-07-25 03:30:17.667 PM] : 	undefined
[2023-07-25 03:30:17.667 PM] : 	undefined
[2023-07-25 03:30:17.667 PM] : 	undefined
[2023-07-25 03:30:17.667 PM] : 	undefined
[2023-07-25 03:30:17.667 PM] : 	undefined
[2023-07-25 03:30:17.691 PM] : 	{"id":2186773,"dateTimeUTC":"2023-07-25T05:30:16.541Z","timestampUTC":1690263016,"deviceId":"EEEEE","taskId":8,"logType":"test","logValue":4461,"logNote":""}
[2023-07-25 03:30:17.697 PM] : 	{"id":2186774,"dateTimeUTC":"2023-07-25T05:30:16.541Z","timestampUTC":1690263016,"deviceId":"BBBBBB","taskId":2,"logType":"test","logValue":133,"logNote":""}
[2023-07-25 03:30:17.706 PM] : 	ToServer/AAAAAA - LOG,4,1690263017,test,5276,
[2023-07-25 03:30:17.706 PM] : 	ToServer/BBBBBB - LOG,3,1690263017,test,9828,
[2023-07-25 03:30:17.706 PM] : 	ToServer/CCCCC - LOG,9,1690263017,test,7449,
[2023-07-25 03:30:17.707 PM] : 	ToServer/DDDDD - LOG,1,1690263017,test,3896,
[2023-07-25 03:30:17.707 PM] : 	ToServer/EEEEE - LOG,7,1690263017,test,3661,
[2023-07-25 03:30:17.707 PM] : 	{"id":2186779,"dateTimeUTC":"2023-07-25T05:30:16.596Z","timestampUTC":1690263016,"deviceId":"AAAAAA","taskId":7,"logType":"test","logValue":3790,"logNote":""}
[2023-07-25 03:30:17.717 PM] : 	undefined
[2023-07-25 03:30:17.717 PM] : 	undefined
[2023-07-25 03:30:17.717 PM] : 	undefined
[2023-07-25 03:30:17.717 PM] : 	undefined
[2023-07-25 03:30:17.717 PM] : 	undefined
[2023-07-25 03:30:17.744 PM] : 	{"id":2186782,"dateTimeUTC":"2023-07-25T05:30:16.596Z","timestampUTC":1690263016,"deviceId":"DDDDD","taskId":8,"logType":"test","logValue":4520,"logNote":""}
[2023-07-25 03:30:17.757 PM] : 	ToServer/AAAAAA - LOG,0,1690263017,test,3890,
[2023-07-25 03:30:17.757 PM] : 	ToServer/BBBBBB - LOG,7,1690263017,test,1985,
[2023-07-25 03:30:17.757 PM] : 	ToServer/CCCCC - LOG,3,1690263017,test,7052,
[2023-07-25 03:30:17.757 PM] : 	ToServer/DDDDD - LOG,7,1690263017,test,1957,
[2023-07-25 03:30:17.757 PM] : 	ToServer/EEEEE - LOG,4,1690263017,test,1489,
[2023-07-25 03:30:17.767 PM] : 	undefined
[2023-07-25 03:30:17.767 PM] : 	undefined
[2023-07-25 03:30:17.767 PM] : 	undefined
[2023-07-25 03:30:17.767 PM] : 	undefined
[2023-07-25 03:30:17.767 PM] : 	undefined
[2023-07-25 03:30:17.772 PM] : 	{"id":2186787,"dateTimeUTC":"2023-07-25T05:30:16.596Z","timestampUTC":1690263016,"deviceId":"BBBBBB","taskId":6,"logType":"test","logValue":437,"logNote":""}
[2023-07-25 03:30:17.777 PM] : 	{"id":2186788,"dateTimeUTC":"2023-07-25T05:30:16.596Z","timestampUTC":1690263016,"deviceId":"EEEEE","taskId":3,"logType":"test","logValue":2303,"logNote":""}
[2023-07-25 03:30:17.781 PM] : 	{"id":2186789,"dateTimeUTC":"2023-07-25T05:30:16.646Z","timestampUTC":1690263016,"deviceId":"CCCCC","taskId":9,"logType":"test","logValue":1532,"logNote":""}
[2023-07-25 03:30:17.786 PM] : 	{"id":2186790,"dateTimeUTC":"2023-07-25T05:30:16.646Z","timestampUTC":1690263016,"deviceId":"AAAAAA","taskId":6,"logType":"test","logValue":6189,"logNote":""}
[2023-07-25 03:30:17.787 PM] : 	{"id":2186791,"dateTimeUTC":"2023-07-25T05:30:16.646Z","timestampUTC":1690263016,"deviceId":"BBBBBB","taskId":2,"logType":"test","logValue":4313,"logNote":""}
[2023-07-25 03:30:17.787 PM] : 	{"id":2186792,"dateTimeUTC":"2023-07-25T05:30:16.646Z","timestampUTC":1690263016,"deviceId":"DDDDD","taskId":3,"logType":"test","logValue":211,"logNote":""}
[2023-07-25 03:30:17.791 PM] : 	{"id":2186797,"dateTimeUTC":"2023-07-25T05:30:16.646Z","timestampUTC":1690263016,"deviceId":"EEEEE","taskId":9,"logType":"test","logValue":7953,"logNote":""}
[2023-07-25 03:30:17.807 PM] : 	ToServer/AAAAAA - LOG,6,1690263017,test,5225,
[2023-07-25 03:30:17.807 PM] : 	ToServer/BBBBBB - LOG,7,1690263017,test,7472,
[2023-07-25 03:30:17.807 PM] : 	ToServer/CCCCC - LOG,2,1690263017,test,8400,
[2023-07-25 03:30:17.807 PM] : 	ToServer/DDDDD - LOG,6,1690263017,test,8937,
[2023-07-25 03:30:17.807 PM] : 	ToServer/EEEEE - LOG,4,1690263017,test,665,
[2023-07-25 03:30:17.817 PM] : 	undefined
[2023-07-25 03:30:17.817 PM] : 	undefined
[2023-07-25 03:30:17.817 PM] : 	undefined
[2023-07-25 03:30:17.817 PM] : 	undefined
[2023-07-25 03:30:17.817 PM] : 	undefined
[2023-07-25 03:30:17.839 PM] : 	{"id":2186803,"dateTimeUTC":"2023-07-25T05:30:16.693Z","timestampUTC":1690263016,"deviceId":"AAAAAA","taskId":8,"logType":"test","logValue":4696,"logNote":""}
[2023-07-25 03:30:17.857 PM] : 	ToServer/AAAAAA - LOG,7,1690263017,test,3563,
[2023-07-25 03:30:17.857 PM] : 	ToServer/BBBBBB - LOG,6,1690263017,test,5368,
[2023-07-25 03:30:17.857 PM] : 	ToServer/CCCCC - LOG,9,1690263017,test,6809,
[2023-07-25 03:30:17.857 PM] : 	ToServer/DDDDD - LOG,2,1690263017,test,7170,
[2023-07-25 03:30:17.857 PM] : 	ToServer/EEEEE - LOG,3,1690263017,test,9487,
[2023-07-25 03:30:17.858 PM] : 	{"id":2186804,"dateTimeUTC":"2023-07-25T05:30:16.693Z","timestampUTC":1690263016,"deviceId":"BBBBBB","taskId":7,"logType":"test","logValue":8036,"logNote":""}
[2023-07-25 03:30:17.867 PM] : 	undefined
[2023-07-25 03:30:17.867 PM] : 	undefined
[2023-07-25 03:30:17.867 PM] : 	undefined
[2023-07-25 03:30:17.867 PM] : 	undefined
[2023-07-25 03:30:17.867 PM] : 	undefined
[2023-07-25 03:30:17.870 PM] : 	{"id":2186805,"dateTimeUTC":"2023-07-25T05:30:16.693Z","timestampUTC":1690263016,"deviceId":"CCCCC","taskId":1,"logType":"test","logValue":9838,"logNote":""}
[2023-07-25 03:30:17.886 PM] : 	{"id":2186772,"dateTimeUTC":"2023-07-25T05:30:16.541Z","timestampUTC":1690263016,"deviceId":"DDDDD","taskId":7,"logType":"test","logValue":9942,"logNote":""}
[2023-07-25 03:30:17.908 PM] : 	ToServer/AAAAAA - LOG,1,1690263017,test,9981,
[2023-07-25 03:30:17.908 PM] : 	ToServer/BBBBBB - LOG,7,1690263017,test,8337,
[2023-07-25 03:30:17.908 PM] : 	ToServer/CCCCC - LOG,9,1690263017,test,5978,
[2023-07-25 03:30:17.908 PM] : 	ToServer/DDDDD - LOG,5,1690263017,test,8286,
[2023-07-25 03:30:17.908 PM] : 	ToServer/EEEEE - LOG,8,1690263017,test,7663,
[2023-07-25 03:30:17.918 PM] : 	undefined
[2023-07-25 03:30:17.918 PM] : 	undefined
[2023-07-25 03:30:17.918 PM] : 	undefined
[2023-07-25 03:30:17.918 PM] : 	undefined
[2023-07-25 03:30:17.918 PM] : 	undefined
[2023-07-25 03:30:17.919 PM] : 	{"id":2186811,"dateTimeUTC":"2023-07-25T05:30:16.693Z","timestampUTC":1690263016,"deviceId":"DDDDD","taskId":9,"logType":"test","logValue":8297,"logNote":""}
[2023-07-25 03:30:17.935 PM] : 	{"id":2186812,"dateTimeUTC":"2023-07-25T05:30:16.693Z","timestampUTC":1690263016,"deviceId":"EEEEE","taskId":4,"logType":"test","logValue":6852,"logNote":""}
[2023-07-25 03:30:17.940 PM] : 	{"id":2186813,"dateTimeUTC":"2023-07-25T05:30:16.746Z","timestampUTC":1690263016,"deviceId":"BBBBBB","taskId":2,"logType":"test","logValue":6875,"logNote":""}
[2023-07-25 03:30:17.946 PM] : 	{"id":2186815,"dateTimeUTC":"2023-07-25T05:30:16.746Z","timestampUTC":1690263016,"deviceId":"AAAAAA","taskId":4,"logType":"test","logValue":8610,"logNote":""}
[2023-07-25 03:30:17.957 PM] : 	ToServer/AAAAAA - LOG,4,1690263017,test,1935,
[2023-07-25 03:30:17.957 PM] : 	ToServer/BBBBBB - LOG,8,1690263017,test,5273,
[2023-07-25 03:30:17.957 PM] : 	ToServer/CCCCC - LOG,7,1690263017,test,1346,
[2023-07-25 03:30:17.957 PM] : 	ToServer/DDDDD - LOG,6,1690263017,test,6434,
[2023-07-25 03:30:17.957 PM] : 	ToServer/EEEEE - LOG,7,1690263017,test,7696,
[2023-07-25 03:30:17.968 PM] : 	undefined
[2023-07-25 03:30:17.968 PM] : 	undefined
[2023-07-25 03:30:17.969 PM] : 	undefined
[2023-07-25 03:30:17.969 PM] : 	undefined
[2023-07-25 03:30:17.969 PM] : 	undefined
[2023-07-25 03:30:17.995 PM] : 	{"id":2186829,"dateTimeUTC":"2023-07-25T05:30:16.795Z","timestampUTC":1690263016,"deviceId":"CCCCC","taskId":1,"logType":"test","logValue":3475,"logNote":""}
[2023-07-25 03:30:18.017 PM] : 	{"id":2186830,"dateTimeUTC":"2023-07-25T05:30:16.795Z","timestampUTC":1690263016,"deviceId":"BBBBBB","taskId":4,"logType":"test","logValue":8348,"logNote":""}
[2023-07-25 03:30:18.018 PM] : 	undefined
[2023-07-25 03:30:18.018 PM] : 	undefined
[2023-07-25 03:30:18.019 PM] : 	undefined
[2023-07-25 03:30:18.019 PM] : 	undefined
[2023-07-25 03:30:18.019 PM] : 	undefined
[2023-07-25 03:30:18.038 PM] : 	{"id":2186831,"dateTimeUTC":"2023-07-25T05:30:16.795Z","timestampUTC":1690263016,"deviceId":"EEEEE","taskId":8,"logType":"test","logValue":4285,"logNote":""}
[2023-07-25 03:30:18.069 PM] : 	undefined
[2023-07-25 03:30:18.069 PM] : 	undefined
[2023-07-25 03:30:18.069 PM] : 	undefined
[2023-07-25 03:30:18.069 PM] : 	undefined
[2023-07-25 03:30:18.069 PM] : 	undefined
[2023-07-25 03:30:18.070 PM] : 	{"id":2186837,"dateTimeUTC":"2023-07-25T05:30:16.843Z","timestampUTC":1690263016,"deviceId":"AAAAAA","taskId":2,"logType":"test","logValue":1739,"logNote":""}
[2023-07-25 03:30:18.087 PM] : 	{"id":2186838,"dateTimeUTC":"2023-07-25T05:30:16.843Z","timestampUTC":1690263016,"deviceId":"CCCCC","taskId":7,"logType":"test","logValue":4932,"logNote":""}
[2023-07-25 03:30:18.099 PM] : 	{"id":2186839,"dateTimeUTC":"2023-07-25T05:30:16.843Z","timestampUTC":1690263016,"deviceId":"BBBBBB","taskId":2,"logType":"test","logValue":303,"logNote":""}
[2023-07-25 03:30:18.104 PM] : 	{"id":2186844,"dateTimeUTC":"2023-07-25T05:30:16.843Z","timestampUTC":1690263016,"deviceId":"DDDDD","taskId":9,"logType":"test","logValue":8483,"logNote":""}
[2023-07-25 03:30:18.118 PM] : 	undefined
[2023-07-25 03:30:18.119 PM] : 	undefined
[2023-07-25 03:30:18.119 PM] : 	undefined
[2023-07-25 03:30:18.119 PM] : 	undefined
[2023-07-25 03:30:18.119 PM] : 	undefined
[2023-07-25 03:30:18.158 PM] : 	{"id":2186845,"dateTimeUTC":"2023-07-25T05:30:16.843Z","timestampUTC":1690263016,"deviceId":"EEEEE","taskId":1,"logType":"test","logValue":8235,"logNote":""}
[2023-07-25 03:30:18.169 PM] : 	undefined
[2023-07-25 03:30:18.169 PM] : 	undefined
[2023-07-25 03:30:18.169 PM] : 	undefined
[2023-07-25 03:30:18.169 PM] : 	undefined
[2023-07-25 03:30:18.169 PM] : 	undefined
[2023-07-25 03:30:18.172 PM] : 	{"id":2186846,"dateTimeUTC":"2023-07-25T05:30:16.895Z","timestampUTC":1690263016,"deviceId":"BBBBBB","taskId":1,"logType":"test","logValue":215,"logNote":""}
[2023-07-25 03:30:18.192 PM] : 	{"id":2186822,"dateTimeUTC":"2023-07-25T05:30:16.747Z","timestampUTC":1690263016,"deviceId":"EEEEE","taskId":9,"logType":"test","logValue":627,"logNote":""}
[2023-07-25 03:30:18.193 PM] : 	{"id":2186820,"dateTimeUTC":"2023-07-25T05:30:16.795Z","timestampUTC":1690263016,"deviceId":"AAAAAA","taskId":1,"logType":"test","logValue":9859,"logNote":""}
[2023-07-25 03:30:18.199 PM] : 	{"id":2186847,"dateTimeUTC":"2023-07-25T05:30:16.895Z","timestampUTC":1690263016,"deviceId":"CCCCC","taskId":2,"logType":"test","logValue":5136,"logNote":""}
[2023-07-25 03:30:18.199 PM] : 	{"id":2186823,"dateTimeUTC":"2023-07-25T05:30:16.746Z","timestampUTC":1690263016,"deviceId":"CCCCC","taskId":9,"logType":"test","logValue":9524,"logNote":""}
[2023-07-25 03:30:18.199 PM] : 	{"id":2186821,"dateTimeUTC":"2023-07-25T05:30:16.746Z","timestampUTC":1690263016,"deviceId":"DDDDD","taskId":5,"logType":"test","logValue":4399,"logNote":""}
[2023-07-25 03:30:18.210 PM] : 	{"id":2186780,"dateTimeUTC":"2023-07-25T05:30:16.596Z","timestampUTC":1690263016,"deviceId":"CCCCC","taskId":7,"logType":"test","logValue":6403,"logNote":""}
[2023-07-25 03:30:18.219 PM] : 	undefined
[2023-07-25 03:30:18.219 PM] : 	undefined
[2023-07-25 03:30:18.219 PM] : 	undefined
[2023-07-25 03:30:18.219 PM] : 	undefined
[2023-07-25 03:30:18.219 PM] : 	undefined
[2023-07-25 03:30:18.259 PM] : 	{"id":2186849,"dateTimeUTC":"2023-07-25T05:30:16.944Z","timestampUTC":1690263016,"deviceId":"AAAAAA","taskId":9,"logType":"test","logValue":2397,"logNote":""}
[2023-07-25 03:30:18.265 PM] : 	{"id":2186850,"dateTimeUTC":"2023-07-25T05:30:16.944Z","timestampUTC":1690263016,"deviceId":"BBBBBB","taskId":6,"logType":"test","logValue":7582,"logNote":""}
[2023-07-25 03:30:18.270 PM] : 	undefined
[2023-07-25 03:30:18.270 PM] : 	undefined
[2023-07-25 03:30:18.270 PM] : 	undefined
[2023-07-25 03:30:18.270 PM] : 	undefined
[2023-07-25 03:30:18.270 PM] : 	undefined
[2023-07-25 03:30:18.283 PM] : 	{"id":2186851,"dateTimeUTC":"2023-07-25T05:30:16.795Z","timestampUTC":1690263016,"deviceId":"DDDDD","taskId":2,"logType":"test","logValue":9641,"logNote":""}
[2023-07-25 03:30:18.310 PM] : 	ToServer/AAAAAA - LOG,2,1690263017,test,2214,
[2023-07-25 03:30:18.310 PM] : 	ToServer/BBBBBB - LOG,5,1690263017,test,3652,
[2023-07-25 03:30:18.310 PM] : 	ToServer/CCCCC - LOG,6,1690263017,test,2356,
[2023-07-25 03:30:18.310 PM] : 	ToServer/DDDDD - LOG,8,1690263017,test,9937,
[2023-07-25 03:30:18.310 PM] : 	ToServer/EEEEE - LOG,7,1690263017,test,3475,
[2023-07-25 03:30:18.310 PM] : 	ToServer/AAAAAA - LOG,1,1690263017,test,3080,
[2023-07-25 03:30:18.310 PM] : 	ToServer/BBBBBB - LOG,8,1690263017,test,2900,
[2023-07-25 03:30:18.310 PM] : 	ToServer/CCCCC - LOG,2,1690263017,test,6424,
[2023-07-25 03:30:18.310 PM] : 	ToServer/DDDDD - LOG,7,1690263017,test,5551,
[2023-07-25 03:30:18.311 PM] : 	ToServer/EEEEE - LOG,0,1690263017,test,2795,
[2023-07-25 03:30:18.311 PM] : 	ToServer/AAAAAA - LOG,8,1690263018,test,363,
[2023-07-25 03:30:18.311 PM] : 	ToServer/BBBBBB - LOG,9,1690263018,test,1814,
[2023-07-25 03:30:18.311 PM] : 	ToServer/CCCCC - LOG,3,1690263018,test,6422,
[2023-07-25 03:30:18.311 PM] : 	ToServer/DDDDD - LOG,9,1690263018,test,5756,
[2023-07-25 03:30:18.311 PM] : 	ToServer/EEEEE - LOG,9,1690263018,test,2755,
[2023-07-25 03:30:18.311 PM] : 	ToServer/AAAAAA - LOG,7,1690263018,test,9742,
[2023-07-25 03:30:18.311 PM] : 	ToServer/BBBBBB - LOG,8,1690263018,test,3910,
[2023-07-25 03:30:18.311 PM] : 	ToServer/CCCCC - LOG,6,1690263018,test,3647,
[2023-07-25 03:30:18.311 PM] : 	ToServer/DDDDD - LOG,9,1690263018,test,1088,
[2023-07-25 03:30:18.311 PM] : 	ToServer/EEEEE - LOG,1,1690263018,test,8260,
[2023-07-25 03:30:18.311 PM] : 	ToServer/AAAAAA - LOG,1,1690263018,test,1316,
[2023-07-25 03:30:18.311 PM] : 	ToServer/BBBBBB - LOG,6,1690263018,test,6356,
[2023-07-25 03:30:18.320 PM] : 	undefined
[2023-07-25 03:30:18.320 PM] : 	undefined
[2023-07-25 03:30:18.320 PM] : 	undefined
[2023-07-25 03:30:18.320 PM] : 	undefined
[2023-07-25 03:30:18.320 PM] : 	undefined
[2023-07-25 03:30:18.321 PM] : 	{"id":2186852,"dateTimeUTC":"2023-07-25T05:30:16.945Z","timestampUTC":1690263016,"deviceId":"DDDDD","taskId":3,"logType":"test","logValue":460,"logNote":""}
[2023-07-25 03:30:18.326 PM] : 	{"id":2186853,"dateTimeUTC":"2023-07-25T05:30:16.944Z","timestampUTC":1690263016,"deviceId":"CCCCC","taskId":8,"logType":"test","logValue":1022,"logNote":""}
[2023-07-25 03:30:18.351 PM] : 	ToServer/CCCCC - LOG,5,1690263018,test,9750,
[2023-07-25 03:30:18.351 PM] : 	ToServer/DDDDD - LOG,4,1690263018,test,6151,
[2023-07-25 03:30:18.351 PM] : 	ToServer/EEEEE - LOG,2,1690263018,test,3162,
[2023-07-25 03:30:18.352 PM] : 	ToServer/AAAAAA - LOG,9,1690263018,test,7949,
[2023-07-25 03:30:18.352 PM] : 	ToServer/BBBBBB - LOG,6,1690263018,test,5491,
[2023-07-25 03:30:18.352 PM] : 	ToServer/CCCCC - LOG,5,1690263018,test,9526,
[2023-07-25 03:30:18.352 PM] : 	ToServer/DDDDD - LOG,6,1690263018,test,7148,
[2023-07-25 03:30:18.352 PM] : 	ToServer/EEEEE - LOG,2,1690263018,test,2459,
[2023-07-25 03:30:18.352 PM] : 	ToServer/AAAAAA - LOG,4,1690263018,test,8370,
[2023-07-25 03:30:18.352 PM] : 	ToServer/BBBBBB - LOG,9,1690263018,test,8980,
[2023-07-25 03:30:18.352 PM] : 	ToServer/CCCCC - LOG,1,1690263018,test,3918,
[2023-07-25 03:30:18.352 PM] : 	ToServer/DDDDD - LOG,5,1690263018,test,9890,
[2023-07-25 03:30:18.352 PM] : 	ToServer/EEEEE - LOG,6,1690263018,test,2783,
[2023-07-25 03:30:18.352 PM] : 	ToServer/AAAAAA - LOG,7,1690263018,test,4649,
[2023-07-25 03:30:18.352 PM] : 	ToServer/BBBBBB - LOG,3,1690263018,test,73,
[2023-07-25 03:30:18.352 PM] : 	ToServer/CCCCC - LOG,0,1690263018,test,3272,
[2023-07-25 03:30:18.352 PM] : 	ToServer/DDDDD - LOG,9,1690263018,test,8228,
[2023-07-25 03:30:18.362 PM] : 	{"id":2186855,"dateTimeUTC":"2023-07-25T05:30:16.996Z","timestampUTC":1690263016,"deviceId":"AAAAAA","taskId":9,"logType":"test","logValue":700,"logNote":""}
[2023-07-25 03:30:18.362 PM] : 	{"id":2186859,"dateTimeUTC":"2023-07-25T05:30:16.996Z","timestampUTC":1690263016,"deviceId":"CCCCC","taskId":3,"logType":"test","logValue":7182,"logNote":""}
[2023-07-25 03:30:18.362 PM] : 	{"id":2186854,"dateTimeUTC":"2023-07-25T05:30:16.945Z","timestampUTC":1690263016,"deviceId":"EEEEE","taskId":6,"logType":"test","logValue":6909,"logNote":""}
[2023-07-25 03:30:18.366 PM] : 	{"id":2186857,"dateTimeUTC":"2023-07-25T05:30:16.996Z","timestampUTC":1690263016,"deviceId":"BBBBBB","taskId":5,"logType":"test","logValue":8592,"logNote":""}
[2023-07-25 03:30:18.366 PM] : 	{"id":2186858,"dateTimeUTC":"2023-07-25T05:30:16.996Z","timestampUTC":1690263016,"deviceId":"EEEEE","taskId":2,"logType":"test","logValue":9114,"logNote":""}
[2023-07-25 03:30:18.371 PM] : 	{"id":2186873,"dateTimeUTC":"2023-07-25T05:30:16.996Z","timestampUTC":1690263016,"deviceId":"DDDDD","taskId":7,"logType":"test","logValue":6396,"logNote":""}
[2023-07-25 03:30:18.371 PM] : 	undefined
[2023-07-25 03:30:18.371 PM] : 	undefined
[2023-07-25 03:30:18.371 PM] : 	undefined
[2023-07-25 03:30:18.371 PM] : 	undefined
[2023-07-25 03:30:18.371 PM] : 	undefined
[2023-07-25 03:30:18.392 PM] : 	ToServer/EEEEE - LOG,0,1690263018,test,2599,
[2023-07-25 03:30:18.419 PM] : 	{"id":2186888,"dateTimeUTC":"2023-07-25T05:30:17.051Z","timestampUTC":1690263016,"deviceId":"AAAAAA","taskId":8,"logType":"test","logValue":9415,"logNote":""}
[2023-07-25 03:30:18.422 PM] : 	undefined
[2023-07-25 03:30:18.422 PM] : 	undefined
[2023-07-25 03:30:18.422 PM] : 	undefined
[2023-07-25 03:30:18.422 PM] : 	undefined
[2023-07-25 03:30:18.422 PM] : 	undefined
[2023-07-25 03:30:18.426 PM] : 	{"id":2186889,"dateTimeUTC":"2023-07-25T05:30:17.051Z","timestampUTC":1690263016,"deviceId":"BBBBBB","taskId":4,"logType":"test","logValue":617,"logNote":""}
[2023-07-25 03:30:18.431 PM] : 	ToServer/AAAAAA - LOG,1,1690263018,test,9749,
[2023-07-25 03:30:18.431 PM] : 	ToServer/BBBBBB - LOG,1,1690263018,test,2317,
[2023-07-25 03:30:18.431 PM] : 	ToServer/CCCCC - LOG,0,1690263018,test,9069,
[2023-07-25 03:30:18.431 PM] : 	ToServer/DDDDD - LOG,3,1690263018,test,8136,
[2023-07-25 03:30:18.431 PM] : 	ToServer/EEEEE - LOG,1,1690263018,test,7702,
[2023-07-25 03:30:18.444 PM] : 	{"id":2186890,"dateTimeUTC":"2023-07-25T05:30:17.051Z","timestampUTC":1690263016,"deviceId":"CCCCC","taskId":6,"logType":"test","logValue":8919,"logNote":""}
[2023-07-25 03:30:18.472 PM] : 	undefined
[2023-07-25 03:30:18.472 PM] : 	undefined
[2023-07-25 03:30:18.472 PM] : 	undefined
[2023-07-25 03:30:18.472 PM] : 	undefined
[2023-07-25 03:30:18.472 PM] : 	undefined
[2023-07-25 03:30:18.473 PM] : 	ToServer/AAAAAA - LOG,0,1690263018,test,6165,
[2023-07-25 03:30:18.474 PM] : 	ToServer/BBBBBB - LOG,6,1690263018,test,4872,
