[2023-07-18 12:49:55.960 PM] : 	ToServer/0ACFD54A - CHK,0,1689560528
[2023-07-18 12:50:19.727 PM] : 	ToServer/AAAAAA - LOG,0,1689648619,test,884,
[2023-07-18 12:50:19.728 PM] : 	ToServer/BBBBBB - LOG,0,1689648619,test,7672,
[2023-07-18 12:50:19.728 PM] : 	ToServer/CCCCC - LOG,8,1689648619,test,3760,
[2023-07-18 12:50:19.728 PM] : 	ToServer/DDDDD - LOG,7,1689648619,test,9578,
[2023-07-18 12:50:19.728 PM] : 	ToServer/EEEEE - LOG,8,1689648619,test,2612,
[2023-07-18 12:50:19.737 PM] : 	{"id":2168114,"dateTimeUTC":"2023-07-18T02:50:17.609Z","timestampUTC":1689648617,"deviceId":"EEEEE","taskId":2,"logType":"test","logValue":9002,"logNote":""}
[2023-07-18 12:50:19.742 PM] : 	{"id":2168115,"dateTimeUTC":"2023-07-18T02:50:17.662Z","timestampUTC":1689648617,"deviceId":"EEEEE","taskId":8,"logType":"test","logValue":6994,"logNote":""}
[2023-07-18 12:50:19.747 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:19.747 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:19.748 PM] : 	{"id":2168116,"dateTimeUTC":"2023-07-18T02:50:17.662Z","timestampUTC":1689648617,"deviceId":"CCCCC","taskId":7,"logType":"test","logValue":1119,"logNote":""}
[2023-07-18 12:50:19.752 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:19.753 PM] : 	{"id":2168117,"dateTimeUTC":"2023-07-18T02:50:17.662Z","timestampUTC":1689648617,"deviceId":"BBBBBB","taskId":4,"logType":"test","logValue":3059,"logNote":""}
[2023-07-18 12:50:19.753 PM] : 	{"id":2168118,"dateTimeUTC":"2023-07-18T02:50:17.661Z","timestampUTC":1689648617,"deviceId":"AAAAAA","taskId":5,"logType":"test","logValue":7275,"logNote":""}
[2023-07-18 12:50:19.753 PM] : 	{"id":2168119,"dateTimeUTC":"2023-07-18T02:50:17.662Z","timestampUTC":1689648617,"deviceId":"DDDDD","taskId":1,"logType":"test","logValue":9789,"logNote":""}
[2023-07-18 12:50:19.776 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:19.776 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:19.777 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:19.785 PM] : 	ToServer/AAAAAA - LOG,1,1689648619,test,1624,
[2023-07-18 12:50:19.785 PM] : 	ToServer/BBBBBB - LOG,8,1689648619,test,6776,
[2023-07-18 12:50:19.785 PM] : 	ToServer/CCCCC - LOG,8,1689648619,test,5237,
[2023-07-18 12:50:19.785 PM] : 	ToServer/DDDDD - LOG,6,1689648619,test,1793,
[2023-07-18 12:50:19.785 PM] : 	ToServer/EEEEE - LOG,3,1689648619,test,1260,
[2023-07-18 12:50:19.795 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:19.805 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:19.809 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:19.824 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:19.825 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:19.838 PM] : 	{"id":2168127,"dateTimeUTC":"2023-07-18T02:50:17.714Z","timestampUTC":1689648617,"deviceId":"AAAAAA","taskId":5,"logType":"test","logValue":9711,"logNote":""}
[2023-07-18 12:50:19.843 PM] : 	{"id":2168128,"dateTimeUTC":"2023-07-18T02:50:17.714Z","timestampUTC":1689648617,"deviceId":"DDDDD","taskId":6,"logType":"test","logValue":1237,"logNote":""}
[2023-07-18 12:50:19.849 PM] : 	ToServer/AAAAAA - LOG,0,1689648619,test,346,
[2023-07-18 12:50:19.849 PM] : 	ToServer/BBBBBB - LOG,1,1689648619,test,98,
[2023-07-18 12:50:19.849 PM] : 	ToServer/CCCCC - LOG,0,1689648619,test,6707,
[2023-07-18 12:50:19.849 PM] : 	ToServer/DDDDD - LOG,0,1689648619,test,9303,
[2023-07-18 12:50:19.849 PM] : 	ToServer/EEEEE - LOG,7,1689648619,test,5698,
[2023-07-18 12:50:19.850 PM] : 	{"id":2168130,"dateTimeUTC":"2023-07-18T02:50:17.714Z","timestampUTC":1689648617,"deviceId":"EEEEE","taskId":5,"logType":"test","logValue":4593,"logNote":""}
[2023-07-18 12:50:19.851 PM] : 	{"id":2168129,"dateTimeUTC":"2023-07-18T02:50:17.714Z","timestampUTC":1689648617,"deviceId":"CCCCC","taskId":7,"logType":"test","logValue":5900,"logNote":""}
[2023-07-18 12:50:19.852 PM] : 	{"id":2168131,"dateTimeUTC":"2023-07-18T02:50:17.775Z","timestampUTC":1689648617,"deviceId":"CCCCC","taskId":3,"logType":"test","logValue":3230,"logNote":""}
[2023-07-18 12:50:19.869 PM] : 	{"id":2168134,"dateTimeUTC":"2023-07-18T02:50:17.775Z","timestampUTC":1689648617,"deviceId":"DDDDD","taskId":8,"logType":"test","logValue":7168,"logNote":""}
[2023-07-18 12:50:19.869 PM] : 	{"id":2168132,"dateTimeUTC":"2023-07-18T02:50:17.775Z","timestampUTC":1689648617,"deviceId":"EEEEE","taskId":8,"logType":"test","logValue":2688,"logNote":""}
[2023-07-18 12:50:19.873 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:19.873 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:19.874 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:19.874 PM] : 	{"id":2168133,"dateTimeUTC":"2023-07-18T02:50:17.775Z","timestampUTC":1689648617,"deviceId":"AAAAAA","taskId":6,"logType":"test","logValue":6173,"logNote":""}
[2023-07-18 12:50:19.889 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:19.894 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:19.898 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:19.903 PM] : 	ToServer/AAAAAA - LOG,2,1689648619,test,5944,
[2023-07-18 12:50:19.903 PM] : 	ToServer/BBBBBB - LOG,0,1689648619,test,271,
[2023-07-18 12:50:19.903 PM] : 	ToServer/CCCCC - LOG,4,1689648619,test,534,
[2023-07-18 12:50:19.903 PM] : 	ToServer/DDDDD - LOG,2,1689648619,test,7635,
[2023-07-18 12:50:19.903 PM] : 	ToServer/EEEEE - LOG,4,1689648619,test,8285,
[2023-07-18 12:50:19.924 PM] : 	{"id":2168139,"dateTimeUTC":"2023-07-18T02:50:17.827Z","timestampUTC":1689648617,"deviceId":"BBBBBB","taskId":2,"logType":"test","logValue":5548,"logNote":""}
[2023-07-18 12:50:19.933 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:19.938 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:19.939 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:19.944 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:19.944 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:19.944 PM] : 	{"id":2168140,"dateTimeUTC":"2023-07-18T02:50:17.826Z","timestampUTC":1689648617,"deviceId":"AAAAAA","taskId":1,"logType":"test","logValue":6989,"logNote":""}
[2023-07-18 12:50:19.949 PM] : 	{"id":2168142,"dateTimeUTC":"2023-07-18T02:50:17.827Z","timestampUTC":1689648617,"deviceId":"EEEEE","taskId":1,"logType":"test","logValue":5909,"logNote":""}
[2023-07-18 12:50:19.949 PM] : 	{"id":2168141,"dateTimeUTC":"2023-07-18T02:50:17.827Z","timestampUTC":1689648617,"deviceId":"CCCCC","taskId":4,"logType":"test","logValue":6729,"logNote":""}
[2023-07-18 12:50:19.957 PM] : 	ToServer/AAAAAA - LOG,4,1689648619,test,4401,
[2023-07-18 12:50:19.957 PM] : 	ToServer/BBBBBB - LOG,1,1689648619,test,7466,
[2023-07-18 12:50:19.957 PM] : 	ToServer/CCCCC - LOG,0,1689648619,test,6942,
[2023-07-18 12:50:19.957 PM] : 	ToServer/DDDDD - LOG,2,1689648619,test,6090,
[2023-07-18 12:50:19.957 PM] : 	ToServer/EEEEE - LOG,7,1689648619,test,6040,
[2023-07-18 12:50:19.962 PM] : 	{"id":2168147,"dateTimeUTC":"2023-07-18T02:50:17.827Z","timestampUTC":1689648617,"deviceId":"DDDDD","taskId":3,"logType":"test","logValue":1185,"logNote":""}
[2023-07-18 12:50:19.977 PM] : 	{"id":2168148,"dateTimeUTC":"2023-07-18T02:50:17.878Z","timestampUTC":1689648617,"deviceId":"BBBBBB","taskId":9,"logType":"test","logValue":3509,"logNote":""}
[2023-07-18 12:50:19.999 PM] : 	{"id":2168150,"dateTimeUTC":"2023-07-18T02:50:17.878Z","timestampUTC":1689648617,"deviceId":"DDDDD","taskId":6,"logType":"test","logValue":5787,"logNote":""}
[2023-07-18 12:50:20.000 PM] : 	{"id":2168149,"dateTimeUTC":"2023-07-18T02:50:17.878Z","timestampUTC":1689648617,"deviceId":"AAAAAA","taskId":4,"logType":"test","logValue":8973,"logNote":""}
[2023-07-18 12:50:20.002 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.008 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.012 PM] : 	ToServer/AAAAAA - LOG,6,1689648619,test,8421,
[2023-07-18 12:50:20.012 PM] : 	ToServer/BBBBBB - LOG,0,1689648619,test,2851,
[2023-07-18 12:50:20.012 PM] : 	ToServer/CCCCC - LOG,8,1689648619,test,9082,
[2023-07-18 12:50:20.012 PM] : 	ToServer/DDDDD - LOG,3,1689648619,test,8240,
[2023-07-18 12:50:20.012 PM] : 	ToServer/EEEEE - LOG,2,1689648619,test,9161,
[2023-07-18 12:50:20.013 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.017 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.022 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.022 PM] : 	{"id":2168155,"dateTimeUTC":"2023-07-18T02:50:17.878Z","timestampUTC":1689648617,"deviceId":"CCCCC","taskId":4,"logType":"test","logValue":9854,"logNote":""}
[2023-07-18 12:50:20.022 PM] : 	{"id":2168156,"dateTimeUTC":"2023-07-18T02:50:17.878Z","timestampUTC":1689648617,"deviceId":"EEEEE","taskId":4,"logType":"test","logValue":8726,"logNote":""}
[2023-07-18 12:50:20.047 PM] : 	{"id":2168157,"dateTimeUTC":"2023-07-18T02:50:17.927Z","timestampUTC":1689648617,"deviceId":"BBBBBB","taskId":9,"logType":"test","logValue":9454,"logNote":""}
[2023-07-18 12:50:20.047 PM] : 	{"id":2168158,"dateTimeUTC":"2023-07-18T02:50:17.927Z","timestampUTC":1689648617,"deviceId":"AAAAAA","taskId":7,"logType":"test","logValue":495,"logNote":""}
[2023-07-18 12:50:20.060 PM] : 	{"id":2168159,"dateTimeUTC":"2023-07-18T02:50:17.927Z","timestampUTC":1689648617,"deviceId":"CCCCC","taskId":8,"logType":"test","logValue":7894,"logNote":""}
[2023-07-18 12:50:20.065 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.069 PM] : 	ToServer/AAAAAA - LOG,2,1689648619,test,9672,
[2023-07-18 12:50:20.069 PM] : 	ToServer/BBBBBB - LOG,1,1689648619,test,6700,
[2023-07-18 12:50:20.069 PM] : 	ToServer/CCCCC - LOG,9,1689648619,test,3773,
[2023-07-18 12:50:20.069 PM] : 	ToServer/DDDDD - LOG,1,1689648619,test,6664,
[2023-07-18 12:50:20.069 PM] : 	ToServer/EEEEE - LOG,6,1689648619,test,3329,
[2023-07-18 12:50:20.070 PM] : 	{"id":2168165,"dateTimeUTC":"2023-07-18T02:50:17.927Z","timestampUTC":1689648617,"deviceId":"EEEEE","taskId":3,"logType":"test","logValue":9003,"logNote":""}
[2023-07-18 12:50:20.074 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.079 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.084 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.094 PM] : 	{"id":2168166,"dateTimeUTC":"2023-07-18T02:50:17.927Z","timestampUTC":1689648617,"deviceId":"DDDDD","taskId":9,"logType":"test","logValue":3502,"logNote":""}
[2023-07-18 12:50:20.095 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.103 PM] : 	{"id":2168167,"dateTimeUTC":"2023-07-18T02:50:17.981Z","timestampUTC":1689648617,"deviceId":"DDDDD","taskId":1,"logType":"test","logValue":8855,"logNote":""}
[2023-07-18 12:50:20.115 PM] : 	{"id":2168168,"dateTimeUTC":"2023-07-18T02:50:17.981Z","timestampUTC":1689648617,"deviceId":"AAAAAA","taskId":3,"logType":"test","logValue":6497,"logNote":""}
[2023-07-18 12:50:20.115 PM] : 	{"id":2168169,"dateTimeUTC":"2023-07-18T02:50:17.981Z","timestampUTC":1689648617,"deviceId":"BBBBBB","taskId":6,"logType":"test","logValue":2021,"logNote":""}
[2023-07-18 12:50:20.121 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.124 PM] : 	ToServer/AAAAAA - LOG,0,1689648620,test,3399,
[2023-07-18 12:50:20.124 PM] : 	ToServer/BBBBBB - LOG,5,1689648620,test,4414,
[2023-07-18 12:50:20.124 PM] : 	ToServer/CCCCC - LOG,7,1689648620,test,9924,
[2023-07-18 12:50:20.124 PM] : 	ToServer/DDDDD - LOG,9,1689648620,test,6169,
[2023-07-18 12:50:20.124 PM] : 	ToServer/EEEEE - LOG,2,1689648620,test,2339,
[2023-07-18 12:50:20.125 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.129 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.135 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.141 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.146 PM] : 	{"id":2168174,"dateTimeUTC":"2023-07-18T02:50:17.981Z","timestampUTC":1689648617,"deviceId":"EEEEE","taskId":6,"logType":"test","logValue":8712,"logNote":""}
[2023-07-18 12:50:20.167 PM] : 	{"id":2168175,"dateTimeUTC":"2023-07-18T02:50:18.037Z","timestampUTC":1689648617,"deviceId":"BBBBBB","taskId":6,"logType":"test","logValue":2477,"logNote":""}
[2023-07-18 12:50:20.167 PM] : 	{"id":2168176,"dateTimeUTC":"2023-07-18T02:50:18.037Z","timestampUTC":1689648617,"deviceId":"AAAAAA","taskId":8,"logType":"test","logValue":3318,"logNote":""}
[2023-07-18 12:50:20.185 PM] : 	{"id":2168182,"dateTimeUTC":"2023-07-18T02:50:18.037Z","timestampUTC":1689648617,"deviceId":"EEEEE","taskId":6,"logType":"test","logValue":9357,"logNote":""}
[2023-07-18 12:50:20.190 PM] : 	ToServer/AAAAAA - LOG,2,1689648620,test,8641,
[2023-07-18 12:50:20.190 PM] : 	ToServer/BBBBBB - LOG,7,1689648620,test,8912,
[2023-07-18 12:50:20.190 PM] : 	ToServer/CCCCC - LOG,3,1689648620,test,5685,
[2023-07-18 12:50:20.190 PM] : 	ToServer/DDDDD - LOG,4,1689648620,test,4311,
[2023-07-18 12:50:20.190 PM] : 	ToServer/EEEEE - LOG,4,1689648620,test,7672,
[2023-07-18 12:50:20.191 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.191 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.191 PM] : 	{"id":2168184,"dateTimeUTC":"2023-07-18T02:50:18.037Z","timestampUTC":1689648617,"deviceId":"DDDDD","taskId":1,"logType":"test","logValue":9041,"logNote":""}
[2023-07-18 12:50:20.196 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.196 PM] : 	{"id":2168183,"dateTimeUTC":"2023-07-18T02:50:18.037Z","timestampUTC":1689648617,"deviceId":"CCCCC","taskId":2,"logType":"test","logValue":245,"logNote":""}
[2023-07-18 12:50:20.196 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.196 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.220 PM] : 	{"id":2168185,"dateTimeUTC":"2023-07-18T02:50:18.095Z","timestampUTC":1689648618,"deviceId":"DDDDD","taskId":8,"logType":"test","logValue":2432,"logNote":""}
[2023-07-18 12:50:20.235 PM] : 	{"id":2168186,"dateTimeUTC":"2023-07-18T02:50:18.095Z","timestampUTC":1689648618,"deviceId":"AAAAAA","taskId":7,"logType":"test","logValue":598,"logNote":""}
[2023-07-18 12:50:20.235 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.236 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.241 PM] : 	{"id":2168188,"dateTimeUTC":"2023-07-18T02:50:18.095Z","timestampUTC":1689648618,"deviceId":"EEEEE","taskId":1,"logType":"test","logValue":1852,"logNote":""}
[2023-07-18 12:50:20.244 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.249 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.253 PM] : 	ToServer/AAAAAA - LOG,3,1689648620,test,7089,
[2023-07-18 12:50:20.253 PM] : 	ToServer/BBBBBB - LOG,8,1689648620,test,9470,
[2023-07-18 12:50:20.253 PM] : 	ToServer/CCCCC - LOG,1,1689648620,test,6053,
[2023-07-18 12:50:20.253 PM] : 	ToServer/DDDDD - LOG,6,1689648620,test,7500,
[2023-07-18 12:50:20.253 PM] : 	ToServer/EEEEE - LOG,0,1689648620,test,7883,
[2023-07-18 12:50:20.258 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.259 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.263 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.288 PM] : 	{"id":2168193,"dateTimeUTC":"2023-07-18T02:50:18.144Z","timestampUTC":1689648618,"deviceId":"CCCCC","taskId":8,"logType":"test","logValue":7449,"logNote":""}
[2023-07-18 12:50:20.289 PM] : 	{"id":2168192,"dateTimeUTC":"2023-07-18T02:50:18.144Z","timestampUTC":1689648618,"deviceId":"AAAAAA","taskId":9,"logType":"test","logValue":6978,"logNote":""}
[2023-07-18 12:50:20.289 PM] : 	{"id":2168194,"dateTimeUTC":"2023-07-18T02:50:18.144Z","timestampUTC":1689648618,"deviceId":"BBBBBB","taskId":5,"logType":"test","logValue":5045,"logNote":""}
[2023-07-18 12:50:20.298 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.302 PM] : 	ToServer/AAAAAA - LOG,4,1689648620,test,3113,
[2023-07-18 12:50:20.302 PM] : 	ToServer/BBBBBB - LOG,4,1689648620,test,8026,
[2023-07-18 12:50:20.302 PM] : 	ToServer/CCCCC - LOG,6,1689648620,test,5721,
[2023-07-18 12:50:20.302 PM] : 	ToServer/DDDDD - LOG,5,1689648620,test,2600,
[2023-07-18 12:50:20.302 PM] : 	ToServer/EEEEE - LOG,1,1689648620,test,244,
[2023-07-18 12:50:20.303 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.312 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.312 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.313 PM] : 	{"id":2168200,"dateTimeUTC":"2023-07-18T02:50:18.144Z","timestampUTC":1689648618,"deviceId":"EEEEE","taskId":3,"logType":"test","logValue":5046,"logNote":""}
[2023-07-18 12:50:20.313 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.321 PM] : 	{"id":2168201,"dateTimeUTC":"2023-07-18T02:50:18.144Z","timestampUTC":1689648618,"deviceId":"DDDDD","taskId":2,"logType":"test","logValue":8126,"logNote":""}
[2023-07-18 12:50:20.341 PM] : 	{"id":2168203,"dateTimeUTC":"2023-07-18T02:50:18.195Z","timestampUTC":1689648618,"deviceId":"AAAAAA","taskId":8,"logType":"test","logValue":5849,"logNote":""}
[2023-07-18 12:50:20.341 PM] : 	{"id":2168202,"dateTimeUTC":"2023-07-18T02:50:18.195Z","timestampUTC":1689648618,"deviceId":"BBBBBB","taskId":3,"logType":"test","logValue":3680,"logNote":""}
[2023-07-18 12:50:20.350 PM] : 	{"id":2168204,"dateTimeUTC":"2023-07-18T02:50:18.195Z","timestampUTC":1689648618,"deviceId":"CCCCC","taskId":7,"logType":"test","logValue":7089,"logNote":""}
[2023-07-18 12:50:20.356 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.362 PM] : 	ToServer/AAAAAA - LOG,2,1689648620,test,3965,
[2023-07-18 12:50:20.362 PM] : 	ToServer/BBBBBB - LOG,5,1689648620,test,4601,
[2023-07-18 12:50:20.362 PM] : 	ToServer/CCCCC - LOG,1,1689648620,test,6804,
[2023-07-18 12:50:20.362 PM] : 	ToServer/DDDDD - LOG,4,1689648620,test,4204,
[2023-07-18 12:50:20.362 PM] : 	ToServer/EEEEE - LOG,5,1689648620,test,3348,
[2023-07-18 12:50:20.363 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.363 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.370 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.384 PM] : 	ToServer/AAAAAA - LOG,4,1689648620,test,3410,
[2023-07-18 12:50:20.384 PM] : 	ToServer/BBBBBB - LOG,1,1689648620,test,6514,
[2023-07-18 12:50:20.384 PM] : 	ToServer/CCCCC - LOG,6,1689648620,test,2352,
[2023-07-18 12:50:20.384 PM] : 	ToServer/DDDDD - LOG,4,1689648620,test,5554,
[2023-07-18 12:50:20.384 PM] : 	ToServer/EEEEE - LOG,5,1689648620,test,7656,
[2023-07-18 12:50:20.385 PM] : 	{"id":2168211,"dateTimeUTC":"2023-07-18T02:50:18.195Z","timestampUTC":1689648618,"deviceId":"EEEEE","taskId":1,"logType":"test","logValue":5780,"logNote":""}
[2023-07-18 12:50:20.386 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.391 PM] : 	{"id":2168210,"dateTimeUTC":"2023-07-18T02:50:18.195Z","timestampUTC":1689648618,"deviceId":"DDDDD","taskId":6,"logType":"test","logValue":5288,"logNote":""}
[2023-07-18 12:50:20.409 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.413 PM] : 	ToServer/AAAAAA - LOG,6,1689648620,test,7729,
[2023-07-18 12:50:20.413 PM] : 	{"id":2168214,"dateTimeUTC":"2023-07-18T02:50:18.249Z","timestampUTC":1689648618,"deviceId":"BBBBBB","taskId":8,"logType":"test","logValue":5621,"logNote":""}
[2023-07-18 12:50:20.414 PM] : 	{"id":2168213,"dateTimeUTC":"2023-07-18T02:50:18.249Z","timestampUTC":1689648618,"deviceId":"AAAAAA","taskId":7,"logType":"test","logValue":6497,"logNote":""}
[2023-07-18 12:50:20.414 PM] : 	{"id":2168212,"dateTimeUTC":"2023-07-18T02:50:18.249Z","timestampUTC":1689648618,"deviceId":"DDDDD","taskId":8,"logType":"test","logValue":8158,"logNote":""}
[2023-07-18 12:50:20.422 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.422 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.436 PM] : 	{"id":2168220,"dateTimeUTC":"2023-07-18T02:50:18.249Z","timestampUTC":1689648618,"deviceId":"CCCCC","taskId":3,"logType":"test","logValue":6863,"logNote":""}
[2023-07-18 12:50:20.449 PM] : 	{"id":2168221,"dateTimeUTC":"2023-07-18T02:50:18.299Z","timestampUTC":1689648618,"deviceId":"DDDDD","taskId":4,"logType":"test","logValue":3808,"logNote":""}
[2023-07-18 12:50:20.460 PM] : 	{"id":2168222,"dateTimeUTC":"2023-07-18T02:50:18.299Z","timestampUTC":1689648618,"deviceId":"CCCCC","taskId":2,"logType":"test","logValue":3028,"logNote":""}
[2023-07-18 12:50:20.461 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:20.464 PM] : 	{"id":2168224,"dateTimeUTC":"2023-07-18T02:50:18.299Z","timestampUTC":1689648618,"deviceId":"BBBBBB","taskId":6,"logType":"test","logValue":8820,"logNote":""}
[2023-07-18 12:50:20.469 PM] : 	ToServer/BBBBBB - LOG,5,1689648620,test,8625,
[2023-07-18 12:50:20.469 PM] : 	ToServer/CCCCC - LOG,1,1689648620,test,4421,
[2023-07-18 12:50:20.469 PM] : 	ToServer/DDDDD - LOG,1,1689648620,test,6924,
[2023-07-18 12:50:20.469 PM] : 	ToServer/EEEEE - LOG,9,1689648620,test,9243,
